Cluster ID,confidence_score,,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,canonical_,canonical_capacity,canonical_proptype,canonical_city,canonical_area,canonical_cartodb_id,canonical_censtract,canonical_uid,canonical_latitude,canonical_nta,canonical_pgtable,canonical_util,canonical_the_geom,canonical_overlevel,canonical_addressnum,canonical_dataname,canonical_facdomain,canonical_longitude,canonical_overagency,canonical_boro,canonical_facname,canonical_captype,canonical_opabbrev,canonical_facgroup,canonical_optype,canonical_dataurl,canonical_address,canonical_bin,canonical_datadate,canonical_ycoord,canonical_uid_merged,canonical_borocode,canonical_commboard,canonical_council,canonical_idagency,canonical_zipcode,canonical_opname,canonical_streetname,canonical_overabbrev,canonical_utilrate,canonical_idold,canonical_facsubgrp,canonical_factype,canonical_xcoord,canonical_bbl,canonical_datasource,canonical_areatype
897,,516,26580,0101000020E610000021904B1C797F52C0001B1021AE584440,47262,,NYCHHS: 1913,Ccns Housing Support,191,Joralemon Street,191 Joralemon Street,Brooklyn,Brooklyn,3,11201.0,40.692814,-73.991767,986533.1366,191687.4606,3002244.0,3002550008.0,302.0,33,900,BK09,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Neighborhood Development Area Program,,,,,,,,Non-public,"Catholic Charities Neighborhood Services, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0.960186,517,26681,0101000020E6100000A1D9756F457D52C00CB265F9BA564440,47358,,NYCHHS: 1978,New Dean Office,1000,Dean Street,1000 Dean Street,Brooklyn,Brooklyn,3,11238.0,40.677581,-73.957363,996076.3547,186140.2839,3028018.0,3011420018.0,308.0,35,30500,BK61,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Neighborhood Development Area Program,,,,,,,,Non-public,"Pratt Area Community Council, Inc",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,b'2923',b'',b'city owned',b'ozone park',b'',b'2284',b'5800',b'517',b'40.67622',b'qn56',b'dcas_facilities_colp',b'',b'0101000020e61000006f62484e267652c0587380608e564440',b'nycdcas: city',b'',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.846088',b'nyc department of citywide administrative services',b'queens',b'city owned property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'sutter avenue',b'',b'nycdcas: 2016-10-20',b'185679.0001',b'',b'4',b'410.0',b'32',b'',b'11417.0',b'nyc department of citywide administrative services',b'',b'nycdcas',b'',b'',b'miscellaneous use',b'no use-vacant land',b'1026941.9999',b'4113530010.0',b'nycdcas',b''
898,,518,26714,0101000020E61000006B274A42227852C06FBDA60705694440,59745,,NYCHHS: 1818,Lafayette Estates,825,Boynton Avenue,825 Boynton Avenue,Bronx,Bronx,2,10473.0,40.820466,-73.877091,1018268.7584,238218.7884,2092720.0,2036230020.0,209.0,17,2800,BX09,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Neighborhood Development Area Program,,,,,,,,Non-public,"Neighborhood Self-Help By Older Persons Project, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,519,26742,0101000020E61000009604A8A9657D52C0444DF4F9284F4440,59691,,NYCHHS: 2138,Cojo Flatbush,1523,Avenue M,1523 Avenue M,Brooklyn,Brooklyn,3,11230.0,40.618438,-73.95933,995540.6687,164592.7294,3406670.0,3067350044.0,314.0,44,76800,BK43,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Neighborhood Development Area Program,,,,,,,,Non-public,"Council Of Jewish Organizations Of Flatbush,  Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,520,26812,0101000020E6100000F701486DE27752C00D198F5209694440,34094,,NYCDYCD: 50063,Lafayette Estates,825,Morrison Avenue,825 Morrison Avenue,Bronx,Bronx,2,10473.0,40.820597,-73.873195,1019346.966,238268.1794,2092725.0,2036270030.0,209.0,17,2800,BX09,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Neighborhood Development Area Program,,,,,,,,Non-public,"Neighborhood Self-Help by Older Persons Projects, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,521,27107,0101000020E61000000F09DFFB1B7452C03DD4B661145E4440,60802,,NYCHHS: 4519,Pomonok Center,67-09,Kissena Boulevard,67-09 Kissena Boulevard,Flushing,Queens,4,11367.0,40.734997,-73.814208,1035739.3987,207110.278,4455430.0,4067920030.0,408.0,24,122702,QN38,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Queens Community House, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,522,27207,0101000020E6100000B515FBCBEE7F52C0745FCE6C57544440,29578,,NYCDYCD: 48357,Youth Education And Training Program,783,4 Avenue,783 4 Avenue,Brooklyn,Brooklyn,3,11232.0,40.658918,-73.99895,984541.3995,179338.0869,3009757.0,3006610005.0,307.0,38,10100,BK32,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Opportunities for a Better Tomorrow,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,523,27241,0101000020E6100000483657CD737C52C04241295AB9594440,45468,,NYCDYCD: 46961,Comunilife #2,113,Throop Avenue,113 Throop Avenue,Brooklyn,Brooklyn,3,11206.0,40.700969,-73.944568,999620.0617,194663.4003,3061499.0,3022750001.0,301.0,33,50700,BK75,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Comuni Life, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,524,27254,0101000020E6100000B515FBCBEE7F52C0745FCE6C57544440,40641,,,Youth Education And Training Program,783,4 Avenue,783 4 Avenue,Brooklyn,Brooklyn,3,11232.0,40.658918,-73.99895,984541.3995,179338.0869,3009757.0,3006610005.0,307.0,38,10100,BK32,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Opportunities for a Better Tomorrow,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,525,27273,0101000020E6100000C98E8D40BC7F52C015713AC9565F4440,21691,,NYCDYCD: 50100,Chelsea Foyer Male,202,West   24 Street,202 West   24 Street,New York,Manhattan,1,10011.0,40.744836,-73.995865,985395.7057,210640.438,1087205.0,1007730134.0,104.0,3,9100,MN13,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Good Shepherd Services,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,526,27710,0101000020E610000096E82CB3087452C0B7973446EB5A4440,60804,,NYCHHS: 5668,PS 117,85-15,143 Street,85-15 143 Street,Jamaica,Queens,4,11435.0,40.710305,-73.813031,1036084.7905,198115.1885,4208040.0,4097230150.0,408.0,24,23200,QN35,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,City Owned,Non-public,"Queens Community House, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS;NYCDCAS,NYCHHS: HHS Accelerator - Selected Proposals;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCHHS: 2016-08-27;NYCDCAS: 2016-10-20,hhs_facilities_proposals;dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,527,27779,0101000020E6100000D2C6116BF17A52C087BF266BD4674440,60388,,NYCHHS: 4586,Abraham House After School Program,340,Willis Avenue,340 Willis Avenue,Bronx,Bronx,2,10454.0,40.81117,-73.920985,1006122.924,234818.0478,2000363.0,2022860006.0,201.0,8,4100,BX39,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Abraham House,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,528,27828,0101000020E610000045662E70797D52C0C1CAA145B6674440,40121,,NYCDYCD: 50791,Columbia University,525,West  120 Street,525 West  120 Street,New York,Manhattan,1,10027.0,40.81025,-73.960537,995174.237,234475.4967,1088704.0,1019750001.0,109.0,7,20300,MN09,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,African Diaspora Film Festival,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0.960186243057,529,27842,0101000020E61000008F352383DC7C52C02A0307B474614440,39267,,NYCDYCD: 50790,Rihs,531,Main Street,531 Main Street,New York,Manhattan,1,10044.0,40.761374,-73.950959,997835.563,216669.6168,1087293.0,1013730040.0,108.0,5,23801,MN31,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Roosevelt Island Historical Society,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,b'3937',b'',b'city owned',b'springfield gardens',b'',b'2530',b'32000',b'19254',b'40.656398',b'qn03',b'dcas_facilities_colp',b'',b'0101000020e61000008a929048db7052c02c29779fe3534440',b'nycdcas: city',b'',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.763625',b'nyc department of citywide administrative services',b'queens',b'city owned property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'springfield blvd',b'',b'nycdcas: 2016-10-20',b'178509.0',b'',b'4',b'413.0',b'31',b'',b'11413.0',b'nyc department of citywide administrative services',b'',b'nycdcas',b'',b'',b'miscellaneous use',b'no use-vacant land',b'1049869.0',b'4134330029.0',b'nycdcas',b''
909,,530,27857,0101000020E6100000027FF8F9EF7752C00FD6FF39CC5F4440,21845,,NYCDYCD: 35948,Make The Road New York,92-10,Roosevelt Avenue,92-10 Roosevelt Avenue,Elmhurst,Queens,4,11373.0,40.74842,-73.874022,1019155.8801,211971.451,4038783.0,4015500020.0,404.0,21,46900,QN29,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Make the Road New York,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,531,27890,0101000020E6100000AA9CF6949C7952C045BDE0D39C704440,32056,,NYCDYCD: 25858,Fort Independence,3350,Bailey Avenue,3350 Bailey Avenue,Bronx,Bronx,2,10463.0,40.879786,-73.900182,1011852.8389,259823.4415,2086835.0,2032610102.0,208.0,14,27700,BX28,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Mosholu Montefiore Community Center, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,532,27930,0101000020E610000061889CBE9E7352C097715303CD614440,26638,,NYCDYCD: 50366,Esol Adult Literacy,35-56,159 Street,35-56 159 Street,Flushing,Queens,4,11358.0,40.764069,-73.806564,1037834.4492,217706.9702,4119327.0,4052740070.0,407.0,19,117100,QN51,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Korean Community Services of Metropolitan New York, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,533,27988,0101000020E6100000BEA59C2FF67B52C08736001B104F4440,41873,,NYCDYCD: 50108,Rachel's Place,3815,Avenue P,3815 Avenue P,Brooklyn,Brooklyn,3,11234.0,40.617679,-73.936901,1001767.6167,164319.7715,3211944.0,3077000003.0,318.0,45,64800,BK45,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Imeinu, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,534,27992,0101000020E6100000BC3FDEAB568052C04148163081534440,73295,,NYCHHS: CT126020160003364,Turning Point Education Center,423,39 Street,423 39 Street,Brooklyn,Brooklyn,3,11232.0,40.65238,-74.00529,982782.0834,176956.1668,3010451.0,3007050067.0,307.0,38,8400,BK32,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Turning Point Brooklyn, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,535,28001,0101000020E6100000B28174B1697C52C0876EF607CA594440,45460,,NYCDYCD: 42359,Churches United For Fair Housing,66,Whipple Street,66 Whipple Street,Brooklyn,Brooklyn,3,11206.0,40.701478,-73.943951,999791.073,194848.9381,3061496.0,3022750010.0,301.0,33,50700,BK75,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Churches United for Fair Housing, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,536,28022,0101000020E610000001309E41437C52C07A1C06F3575A4440,61046,,NYCHHS: 4619,Y After School At Eastern District Center,125,Humboldt Street,125 Humboldt Street,Brooklyn,Brooklyn,3,11206.0,40.705809,-73.941605,1000440.4317,196427.1764,3071353.0,3030800020.0,301.0,34,49300,BK78,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Young Men's Christian Association Of Greater New York,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,537,28063,0101000020E6100000467EFD101B7C52C0DCDAC2F352614440,22716,,NYCDYCD: 38841,"Hour Children, Inc.",36-11,12 Street,36-11 12 Street,Astoria,Queens,4,11106.0,40.760344,-73.939152,1001106.8378,216296.5284,4004296.0,4003510014.0,401.0,26,4300,QN68,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Hour Children, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,538,28083,0101000020E610000049490F43AB7B52C027C11BD2A8604440,25076,,NYCDYCD: 49128,Anti-Violence Program,37-10,30 Street,37-10 30 Street,Long Island City,Queens,4,11101.0,40.755152,-73.932328,1002998.7571,214406.0442,4004523.0,4003710027.0,401.0,26,5100,QN68,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,The Arab American Family Support Center,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,539,28186,0101000020E6100000B56FEEAF1E7A52C0293FA9F6E96C4440,31893,,NYCDYCD: 50604,"Bronx Works, Inc.",60,East Tremont Avenue,60 East Tremont Avenue,Bronx,Bronx,2,10453.0,40.85089,-73.908123,1009668.1677,249292.8266,2007915.0,2028280020.0,205.0,14,23301,BX41,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"BronxWorks, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0.919970877469,540,28299,0101000020E610000094A0BFD0237F52C097A949F086584440,42623,,NYCDYCD: 47675,Goodwill Brooklyn,154,Lawrence Street,154 Lawrence Street,Brooklyn,Brooklyn,3,11201.0,40.691618,-73.986561,987976.9643,191251.8907,3000398.0,3001510037.0,302.0,33,1100,BK38,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Goodwill Industries of Greater New York,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-08-27,dycd_facilities_otherprograms,,b'3475',b'',b'city owned',b'howard beach',b'',b'2836',b'88400',b'13651',b'40.657153',b'qn57',b'dcas_facilities_colp',b'',b'0101000020e6100000a8734529217552c02503401537544440',b'nycdcas: city',b'102',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.8293',b'nyc department of citywide administrative services',b'queens',b'city owned property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'102 street',b'',b'nycdcas: 2016-10-20',b'178360.0',b'',b'4',b'410.0',b'32',b'',b'11414.0',b'nyc department of citywide administrative services',b'street',b'nycdcas',b'',b'',b'miscellaneous use',b'no use-vacant land',b'1031319.0',b'4142340521.0',b'nycdcas',b''
919,,541,28472,0101000020E6100000FD3383F8C07A52C017F549EEB0694440,74907,,NYSOASAS: 829,Concourse Medical Center OTP,880,Morris Avenue,880 Morris Avenue,Bronx,Bronx,2,10451.0,40.825712,-73.918028,1006936.4417,240117.0522,2001921.0,2024210001.0,204.0,17,17300,BX14,Health and Human Services,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency,,,,,,,,Non-public,"Concourse Medical Center, Inc.",Non-public,NYSOASAS: State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,NYSOASAS,NYSOASAS: NYS OASAS-Certified Chemical Dependence Treatment Programs Located in NYC,NYSOASAS: https://www.oasas.ny.gov/providerDirectory/index.cfm?search_type=2,NYSOASAS: 2017-05-08,nysoasas_facilities_programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,542,28523,0101000020E6100000F75965A6B47252C0028063CF9E574440,25294,,NYSOASAS: 6308,The Child Center of NY OP,115-15,Sutphin Boulevard,115-15 Sutphin Boulevard,Jamaica,Queens,4,11434.0,40.684534,-73.792276,1041861.3032,188738.7558,4264187.0,4121880001.0,412.0,28,27200,QN76,Health and Human Services,Health Care,Chemical Dependency,Outpatient Chemical Dependency,,,,,,,,Non-public,"Child Center of NY, Inc.",Non-public,NYSOASAS: State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,NYSOASAS,NYSOASAS: NYS OASAS-Certified Chemical Dependence Treatment Programs Located in NYC,NYSOASAS: https://www.oasas.ny.gov/providerDirectory/index.cfm?search_type=2,NYSOASAS: 2017-05-08,nysoasas_facilities_programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,543,28592,0101000020E61000002A1A6B7F677F52C0B8CD548847584440,10360,,NYSOASAS: 7310,"St. Vincent's Services, Inc. OP",66,Boerum Place,66 Boerum Place,Brooklyn,Brooklyn,3,11201.0,40.689683,-73.990692,986831.2099,190546.7315,3002801.0,3002770001.0,302.0,33,900,BK09,Health and Human Services,Health Care,Chemical Dependency,Outpatient Chemical Dependency,,,,,,,,Non-public,"St. Vincent's Services, Inc.",Non-public,NYSOASAS: State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,NYSOASAS,NYSOASAS: NYS OASAS-Certified Chemical Dependence Treatment Programs Located in NYC,NYSOASAS: https://www.oasas.ny.gov/providerDirectory/index.cfm?search_type=2,NYSOASAS: 2017-05-08,nysoasas_facilities_programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,544,28651,0101000020E6100000A9F57EA31D7752C0F35487DC0C6F4440,31979,,NYSOASAS: 52769,Bronx Outreach Center OP,900,Arnow Avenue,900 Arnow Avenue,Bronx,Bronx,2,10469.0,40.86758,-73.861184,1022644.28,255391.0492,2053822.0,2045150031.0,211.0,13,34200,BX31,Health and Human Services,Health Care,Chemical Dependency,Outpatient Chemical Dependency,,,,,,,,Non-public,"Samaritan Daytop Village, Inc.",Non-public,NYSOASAS: State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,NYSOASAS,NYSOASAS: NYS OASAS-Certified Chemical Dependence Treatment Programs Located in NYC,NYSOASAS: https://www.oasas.ny.gov/providerDirectory/index.cfm?search_type=2,NYSOASAS: 2017-05-08,nysoasas_facilities_programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,545,28735,0101000020E61000008751103CBE7252C0395E81E849574440,24370,,NYSOASAS: 1256,J-Cap Ir,116-30,Sutphin Boulevard,116-30 Sutphin Boulevard,Jamaica,Queens,4,11436.0,40.681943,-73.792861,1041701.2843,187794.3939,4447121.0,4120080007.0,412.0,28,18402,QN76,Health and Human Services,Health Care,Chemical Dependency,Residential Chemical Dependency,,,,,,,,Non-public,Queens Village Committee for MH/J-CAP,Non-public,NYSOASAS: State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,NYSOASAS,NYSOASAS: NYS OASAS-Certified Chemical Dependence Treatment Programs Located in NYC,NYSOASAS: https://www.oasas.ny.gov/providerDirectory/index.cfm?search_type=2,NYSOASAS: 2017-05-08,nysoasas_facilities_programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,546,28802,0101000020E6100000D6AD9E93DE7052C0FD153257064D4440,28516,,NYCDOE: QSBH,North Shore Clinic - Q,821,Bay   25 Street,821 Bay   25 Street,Far Rockaway,Queens,4,11691.0,40.601756,-73.763585,1049899.8704,158600.7878,4300730.0,4157360001.0,414.0,31,100802,QN15,Health and Human Services,Health Care,Health Promotion and Disease Prevention,School-Based Health Program,,,NYCDOE: Seats,,,,,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDOE: 2015-2016 Blue Book,NYCDOE: https://dnnhh5cc1.blob.core.windows.net/portals/0/Capital_Plan/Utilization_Reports/Blue%20Book%202015-2016.pdf?sr=b&si=DNNFileManagerPolicy&sig=AExrFIUz%2BQDwk%2FlptyHq0ZkW2Ur9J69SJuy4MgQ%2BAp4%3D,NYCDOE: 2016-08-27,doe_facilities_schoolsbluebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
